,FoodID,food_name,cook,taste,time,주재료
1425,1425,['기름 절약판 핫도그'],['볶다'],['향긋한 맛'],['60분'],"['닭다리','3개','오향분','5그램','맛술','30밀리리터']"
1426,1426,['팔꿈치 무침'],['비비다'],['향긋한 맛'],['60분'],"['돼지 팔꿈치','500G']"
1427,1427,['강어향육사'],['볶다'],['향긋한 맛'],['15분'],"['돼지 등심살','200g']"
1428,1428,['감자탕수육'],['볶다'],['향긋한 맛'],['10분'],"['삼겹살','200g','감자','250g']"
1429,1429,['풋마늘 볶음 다시볶기'],['볶다'],['일상적인 맛'],['60분'],"['다진 마늘','300g','삼겹살','200g']"
1430,1430,['닭다리 헛썰기'],['끓이다'],['일상적인 맛'],['30분'],"['닭다리','1개']"
1431,1431,['어향삼채'],['볶다'],['생선 냄새'],['30분'],"['새송이버섯','1개','새순','반개','검은목이버섯','100g','독마늘','3개','파프리카','1개','생강','3조각']"
1432,1432,['어향살덮밥'],['볶다'],['향긋한 맛'],['15분'],"['매화고기','300g','검은목이버섯','10g','당근','60g','마늘태','60g','태현두반장','1큰술','쌀','3컵']"
1433,1433,['게으름뱅이 샤브샤브'],['끓이다'],['향긋한 맛'],['30분'],"['양고기롤','50g','완자','5개','표고버섯','2송이','팽이버섯','20g','연근칩','4조각','소시지','3뿌리','익은 메추리알','3개','브로콜리','3송이']"
1434,1434,['부부 폐편'],['비비다'],['매운맛'],['15분'],"['미나리','20그램','봉황버섯','1개','새송이버섯','2개','천장','2장']"
1435,1435,['매콤한 닭사골'],['볶다'],['짠맛'],['10분'],"['닭사골','250g','가시나무','30g','마늘','3쪽','파프리카','10g','좁쌀매','3개','마초','15알']"
1436,1436,['수정발굽 얼림'],['찜'],['일상적인 맛'],['2시간'],"['족발','500g']"
1437,1437,['저유판 어향가지'],['볶다'],['향긋한 맛'],['10분'],"['가지','400g','피망','40g']"
1438,1438,['고향에서 고기 맛보기'],['볶다'],['향긋한 맛'],['10분'],"['삼겹살','350g']"
1439,1439,['팥소깍'],['볶다'],['일상적인 맛'],['30분'],"['초어','1000g','콩','200g','중초','반개','생강칩','3조각','소금','4g','생채','3숟가락','늙은이','1.5숟가락']"
1440,1440,['소고기볶음'],['干煸'],['매운맛'],['10분'],"['등심','180그램']"
1441,1441,['피마자침 닭다리'],['끓이다'],['매운맛'],['15분'],"['닭다리','3개','오이채','적당량','당근채','적당량']"
1442,1442,['광둥식 비법 닭고기 요리사'],['물에 담그다'],['일상적인 맛'],['60분'],"['닭','1마리','파','5개','마늘','3개','강','1조각','사강','3개']"
1443,1443,"['겨울의 향긋한 마라채, 마파두부']",['끓이다'],['매운맛'],['10분'],"['두부','600g','돼지 살코기','100g']"
1444,1444,['토마토 삶은 생선'],['끓이다'],['다른 맛'],['数시간'],"['초어','1마리','토마토','2개']"
1445,1445,['알향시금치'],['볶다'],['일상적인 맛'],['5분'],"['시금치','350그램']"
1446,1446,['마장유맥채'],['비비다'],['장맛'],['5분'],"['유맥채','두그루']"
1447,1447,['진하고 신선한 경장육스'],['볶다'],['짠맛'],['10분'],"['돼지 등심','400g','상추','200g','파','1뿌리','계란청','1개']"
1448,1448,['표고버섯 두부 붕어탕'],['끓이다'],['짠맛'],['30분'],"['붕어','1마리','표고버섯','6송이','두부','1모']"
1449,1449,['삼겹살 후라이'],['달이다'],['짠맛'],['5분'],"['삼겹살','500g','상추(우리)','1알']"
1450,1450,['정종 사천 마파두부의'마라'고기 요리는 어떻게?],['끓이다'],['매운맛'],['60분'],"['두부','300g','두부','20개','소고기','100g','마늘종','2대','강','15g']"
1451,1451,['새콤한 콩깍지 고기-로즈마리'],['볶다'],['일상적인 맛'],['15분'],"['새콤한 콩깍지','350g','다진 마늘','5g','다진 고기','100g']"
1452,1452,['곤드레만드레기'],['끓이다'],['매운맛'],['30분'],"['팽이버섯','300g','용리어','500g']"
1453,1453,['고기 소금 후라이'],['볶다'],['향긋한 맛'],['15분'],"['삼겹살','200g']"
1454,1454,['닭볶음탕'],['비비다'],['향긋한 맛'],['60분'],"['수탉','350그램']"
1455,1455,['부라향닭구이'],['볶다'],['향긋한 맛'],['10분'],"['닭다리','400g','부추','20g','파','10g','강','20g','마늘','20g','미나리','10g']"
1456,1456,['사천요리'],['끓이다'],['향긋한 맛'],['10분'],"['훠궈 베이스','80g','연근','80g','감자','140g','표고버섯','44g','상추','66g','숙주나물','131g']"
1457,1457,['탕수육 당근 볶음'],['볶다'],['일상적인 맛'],['10분'],"['삼겹살','200g','당근','3개']"
1458,1458,['마라모혈왕'],['끓이다'],['향긋한 맛'],['15분'],"['오리피','한갑','곰치','한마리','블라인드','100g','모배','100g','목구멍','100g','간곱창','100g','햄','100g','콩나물','100g']"
1459,1459,['시큼한 가지'],['비비다'],['가지맛'],['30분'],"['가지(자색껍질, 길이)','1줄기','토마토','반개']"
1460,1460,['천미포 봉발이'],['물에 담그다'],['신맛'],['一天'],"['닭발','500g','산초알','30알','김치물','적당량','양파','하나']"
1461,1461,['마라주정뱅이 잠두콩'],['튀기다'],['매운맛'],['15분'],"['잠두콩','200g','건고추','15g','산초','15g']"
1462,1462,['다진 마늘 흰살 무침'],['비비다'],['짠맛'],['5분'],"['삼겹살','250g','마늘태','3개','연근','반개','목이버섯','적당량','당근','100g']"
1463,1463,['말린 강낭콩 탕수육'],['볶다'],['일상적인 맛'],['5분'],"['삼겹살','200g']"
1464,1464,['충칭 침닭'],['끓이다'],['향긋한 맛'],['30분'],"['삼황계','1마리']"
1465,1465,['물회'],['끓이다'],['매운맛'],['10분'],"['초어','1마리']"
1466,1466,['자제 피망 오일'],['튀기다'],['피망 마 냄새'],['5분'],"['피망','35그램']"
1467,1467,['고추나물 생선 삶기'],['끓이다'],['향긋한 맛'],['30분'],"['초어','1마리']"
1468,1468,['피망 양파 부꾸미'],['볶다'],['일상적인 맛'],['10분'],"['삼겹살','500g','피망','3개','양파','하나']"
1469,1469,['모혈왕 훠궈'],['끓이다'],['매운맛'],['30분'],"['오리피','300g','소블라인드','200g']"
1470,1470,['달래탕육'],['볶다'],['향긋한 맛'],['60분'],"['삼겹살','적당량','풋마늘','적당량']"
1471,1471,['청채두부찌개'],['끓이다'],['짠맛'],['15분'],"['남두부','1모','배추','1줌']"
1472,1472,['프라이팬 철판두부'],['달이다'],['향긋한 맛'],['15분'],"['두부','1모']"
1473,1473,['소어향육사'],['볶다'],['생선 냄새'],['10분'],"['소고기','50g','마른목이버섯','10g','피망','12g','당근','50g','겨울죽순','50g']"
1474,1474,['삶은 생선'],['끓이다'],['향긋한 맛'],['60분'],"['잉어','한 마리','콩나물','500g']"
1475,1475,['무생채'],['비비다'],['향긋한 맛'],['30분'],"['흰무','1뿌리']"
1476,1476,['위파궁보닭정'],['볶다'],['다른 맛'],['15분'],"['새가슴살','200g','캐슈넛','50g']"
1477,1477,['피망 후라이 소금구이'],['달이다'],['향긋한 맛'],['10분'],"['돼지고기','300g','피망','1개']"
1478,1478,['바삭바삭 무골원발굽'],['끓이다'],['오향'],['2시간'],"['족발','1마리','흰간수','1포','파','3개']"
1479,1479,['궁보닭정 (술주정뱅이 땅콩 버전)'],['볶다'],['일상적인 맛'],['10분'],"['새가슴살','1조각','오이','1뿌리','파','반뿌리','술고래 땅콩','1줌']"
1480,1480,['비제 팔꿈치'],['찜'],['장맛'],['90분'],"['돼지고기(앞팔꿈치)','1500g']"
1481,1481,['사천 강낭콩볶음'],['볶다'],['향긋한 맛'],['15분'],"['강낭콩','350그램']"
1482,1482,['감자튀김'],['달이다'],['향긋한 맛'],['15분'],"['감자','2개','피망','1개']"
1483,1483,['매콤새콤'],['끓이다'],['신맛'],['30분'],"['초어','600g','시래기','1봉지']"
1484,1484,['말린 가마솥고기'],['볶다'],['일상적인 맛'],['15분'],"['삼겹살','300g','두부말랭이','60g']"
1485,1485,['피망 곱창'],['볶다'],['짠맛'],['15분'],"['곱창','500g']"
1486,1486,['집밥 궁보닭정'],['볶다'],['짠맛'],['15분'],"['닭고기','500g','피망','3개','양파','1개','땅콩','20g']"
1487,1487,['사천 엄마 발굽꽃'],['찜'],['짠맛'],['90분'],"['족발','1개','강낭콩','100g','대파','1대']"
1488,1488,['닭볶음탕'],['볶다'],['향긋한 맛'],['30분'],"['닭다리','3마리','피망','2개','레드피망','1개']"
1489,1489,['야생 꽈배기'],['태우다'],['신맛'],['30분'],"['야생 가물치.','1마리','다진 마늘','10g','물전분','적당량','파','3포기','사천 꽈리.','1톨','쌀매콤','15개','산초','1줌','콩나물','100g','백초','50g','후춧가루','10g','계란','1개','식용유','200g']"
1490,1490,['알파프리카 후라이'],['볶다'],['매운맛'],['10분'],"['삼겹살','500g','피망','200g','마늘종','100g']"
1491,1491,['피마자리'],['찜'],['신맛'],['30분'],"['잉어','1500g','시금치','400g']"
1492,1492,['어향육사의 일상적인 방법'],['볶다'],['생선 냄새'],['15분'],"['등심살','150g']"
1493,1493,['왕송이네 매운 닭강정'],['터지다'],['흑초 맛'],['10분'],"['피망','3개','닭가슴살','6개']"
1494,1494,['감자 상치 탕수육'],['볶다'],['일상적인 맛'],['10분'],"['감자','하나','상치','하나','돼지고기(살찐)','500g','피망','3마리']"
1495,1495,['어향가지찜'],['끓이다'],['일상적인 맛'],['30분'],"['대두 단백질','200g','가지','1근','피망','3개']"
1496,1496,['양파 고기 볶음'],['볶다'],['일상적인 맛'],['10분'],"['돼지고기(말랐다)','200g','양파','반개','두부말랭이','3모']"
1497,1497,['피망 후라이'],['볶다'],['짠맛'],['10분'],"['돼지고기','200g']"
1498,1498,['냉채물닭'],['절이다'],['향긋한 맛'],['60분'],"['삼황계','2근']"
1499,1499,['집밥 생선 고소한 고기'],['볶다'],['일상적인 맛'],['15분'],"['돼지 등심','5냥','피망','3개','목이버섯','1줌','당근','1뿌리']"
1500,1500,['가정판 꽈배기'],['끓이다'],['신맛'],['10분'],"['메기','500g','시래기','1봉지']"
1501,1501,['한국식 김치찌개'],['끓이다'],['향긋한 맛'],['30분'],"['한국김치','300g','남두부','한 박스']"
1502,1502,['고과 탕수육'],['볶다'],['짠맛'],['15분'],"['삼겹살','500g','여주','1개']"
1503,1503,['가와카미 고기 삶는 법'],['끓이다'],['매운맛'],['30분'],"['돼지고기(살찐)','500g','유맥채','500g','콩나물','300g']"
1504,1504,['이건 아마 네가 먹어본 최고의 궁보닭정일 거야!'],['볶다'],['짠맛'],['30분'],"['등심살','800g','대파','적당량','땅콩','적당량']"
1505,1505,['의식 침닭'],['찜'],['향긋한 맛'],['30분'],"['닭다리','1장','백포도주','3큰술','강','4장','파','1뿌리','홍고추','1뿌리']"
1506,1506,['집밥 마파두부'],['볶다'],['매운맛'],['15분'],"['두부','200g','두반장','2큰술']"
1507,1507,['사천수육우'],['끓이다'],['매운맛'],['15분'],"['소고기','적당량']"
1508,1508,['매콤홍소붕어'],['달이다'],['향긋한 맛'],['5분'],"['붕어','500g','고추','50g','피망','50g']"
1509,1509,['냄비 새끼 양갈비'],['마른 냄비'],['향긋한 맛'],['30분'],"['양갈비','500g','양파','50g','피망','50g','홍고추','50g','풋마늘','50g','파','5g','강','3g','마늘','3g']"
1510,1510,['마일리 후라이크'],['볶다'],['일상적인 맛'],['10분'],"['삼겹살','반근']"
1511,1511,['피망 피알'],['비비다'],['일상적인 맛'],['15분'],"['피알','3개','피망','15개 정도']"
1512,1512,['가오리 완두콩 볶음'],['볶다'],['일상적인 맛'],['10분'],"['완두콩 끝','적당량','\t 마늘','적당량']"
1513,1513,['강남 어린이판 분육'],['찌다'],['짠맛'],['15분'],"['삼겹살','적당량','고깃가루찜','적당량']"
1514,1514,['집밥 고기 삶기'],['끓이다'],['향긋한 맛'],['10분'],"['돼지고기','(매화돼지고기) 400g','표고버섯','100g','유맥채','200g','검은목이버섯','50g','얼린 두부','100g']"
1515,1515,['말비름 무침'],['비비다'],['신맛'],['30분'],"['말비름','400g']"
1516,1516,['표고버섯통닭'],['태우다'],['짠맛'],['30분'],"['닭','반마리','표고버섯','400g']"
1517,1517,"['닭장 만드는 법, 새우젓갈 막대닭장']",['기타 작업'],['일상적인 맛'],['5분'],"['토종닭 모서리 익히기','200g','로마상추','100g','홍고추','3g','고수','20g']"
1518,1518,['소경 장육스'],['볶다'],['일상적인 맛'],['15분'],"['표고버섯','500g','흰깨','50g']"
1519,1519,['건죽순 볶음'],['볶다'],['매운맛'],['30분'],"['건죽순','100g','건고추','6개','산초알','20알','채소씨유','30g','물','적당량','소금','3g']"
1520,1520,['표고버섯 배추두부 고기볶음'],['볶다'],['일상적인 맛'],['15분'],"['표고버섯','150g','배추','200g']"
1521,1521,['피클 완두콩 볶음'],['볶다'],['일상적인 맛'],['5분'],"['완두콩 끝','350그램']"
1522,1522,['어향육사 가정판 고화질 튜토리얼'],['볶다'],['새콤달콤한 맛'],['15분'],"['돼지 살코기','2냥','검은목이버섯','5-6개','상치','소반근','당근','소반근']"
1523,1523,"['어떻게 정통 충칭 산채 생선을 만드는지 상세히 설명합니다(선,']",['끓이다'],['신맛'],['90분'],"['초어','3근','산채','250g','옥수수 전분','20g','마른 고추','8개','강','1모','파','2대','마늘','6쪽','흰 후춧가루','3g','산초','40알']"
1524,1524,['정종 삶은 소고기'],['끓이다'],['향긋한 맛'],['30분'],"['소고기(등심)','300g','콩나물','100g','죽순 끝이나 보리나물','한포기']"
1525,1525,['심플 수프 소고기'],['끓이다'],['향긋한 맛'],['10분'],"['상추','1알','소고기','220그램']"
1526,1526,['봉닭살'],['비비다'],['향긋한 맛'],['15분'],"['새가슴살','2조각']"
1527,1527,['다진 김고기 볶음'],['볶다'],['콩잎맛'],['30분'],"['다진 김','300g','삼겹살','100g']"
1528,1528,['가와미 가마솥고기'],['볶다'],['일상적인 맛'],['5분'],"['삼겹살','1줄','파프리카','1개','파프리카','1개','양파','반개','마늘종','적당량','마늘종','1줄','쪽파','1줄','마늘종','3쪽']"
1529,1529,['마파두부(바닷속 건더기 버전)'],['태우다'],['향긋한 맛'],['30분'],"['돼지고기','반근','두부','6모']"
1530,1530,['마음대로 김치찌개'],['끓이다'],['향긋한 맛'],['30분'],"['김치','적당량','삼겹살 또는 베이컨','적당량','북두부','385g','팽이버섯','적당량','인형반찬','적당량','당근','적당량']"
1531,1531,['불발굽꽃'],['뜸들이다'],['매운맛'],['30분'],"['돼지발','1마리']"
1532,1532,['부추두부채'],['볶다'],['일상적인 맛'],['10분'],"['두부피','2장','부추','적당량']"
1533,1533,['애피타이저 다진 마늘 흰살'],['비비다'],['마늘향'],['30분'],"['살코기','약 반근','빈심채','한 줌']"
1534,1534,['두부붕어탕'],['끓이다'],['짠맛'],['10분'],"['강붕어','3마리','두부','덩어리']"
1535,1535,['경장육사말이'],['기타 작업'],['짠맛'],['5분'],"['두부','2장','된장','적당량','계란','한알']"
1536,1536,['소채요리'],['끓이다'],['향긋한 맛'],['15분'],"['브로콜리','1개','차나무 버섯','150g','피망','2개']"
1537,1537,['꽈배기'],['끓이다'],['향긋한 맛'],['30분'],"['새콤한 채소','한 봉지','오징어','2근']"
1538,1538,['부추두부'],['볶다'],['일상적인 맛'],['10분'],"['두부','2모','부추','80g','계란','1매']"
1539,1539,['어두두부찌개 집밥'],['찜'],['일상적인 맛'],['15분'],"['연어대가리','1000g','순두부','500g']"
1540,1540,['최고의 짝퉁'],['끓이다'],['향긋한 맛'],['15분'],"['양고기','50g','어묵','4개','인형반찬','4잎','청순','50g','팬','10g','쌀가루','20g','국수','30g','무','50g']"
1541,1541,['냉이 순두부찌개'],['끓이다'],['짠맛'],['10분'],"['두부','1박스']"
1542,1542,['부추두부찌개'],['찜'],['일상적인 맛'],['10분'],"['북두부','반모','부추','150g']"
1543,1543,['자제 고추장'],['물에 담그다'],['매운맛'],['数天'],"['좁쌀고추','500g','항고추','200g','마늘','10개']"
1544,1544,['광동판 가정용 담백한 맛 시금치 삶은 생선'],['끓이다'],['짠맛'],['30분'],"['가물치','1근 반']"
1545,1545,['어향육사-제세사채'],['볶다'],['새콤달콤한 맛'],['30분'],"['삼겹살','200g','목이버섯','30g','동순','50g']"
1546,1546,['마라두부'],['태우다'],['매운맛'],['10분'],"['두부','1모','다진 고기','2냥']"
1547,1547,['다진 김회탕육'],['볶다'],['향긋한 맛'],['30분'],"['삼겹살','400g','마늘태','300g']"
1548,1548,['감자 돼지발 굽는 집밥'],['태우다'],['일상적인 맛'],['30분'],"['돼지발','1250g','감자','750g']"
1549,1549,['분갈비찜'],['찌다'],['짠맛'],['60분'],"['갈비','450g','오향고깃가루찜','1팩','생채','2스푼','후춧가루','1티스푼','설탕','8g','맛술','1스푼','소금','5g','감자(중간크기),'1개','고구마(중간크기)','1개']"
1550,1550,['집밥 꽈배기'],['끓이다'],['일상적인 맛'],['15분'],"['초어','3근','시래기','반근']"
1551,1551,['무육판 마파두부'],['태우다'],['매운맛'],['15분'],"['두부','1모']"
1552,1552,['매시래기 불고기'],['태우다'],['일상적인 맛'],['30분'],"['삼겹살','500g','메건채','400g']"
1553,1553,['피망 봉황발'],['물에 담그다'],['신맛'],['一天'],"['봉황발','1000g','파프리카','200g','당근','하나']"
1554,1554,['짝꿍'],['끓이다'],['향긋한 맛'],['30분'],"['어묵','100g','새우만두','100g','삼겹살','100g','햄','50g','연근칩','50g','배추','50g']"
1555,1555,['맛있는 집시래기'],['끓이다'],['신맛'],['30분'],"[가물치, 1마리, 시금치, 1봉지]"
1556,1556,['노란불닭'],['볶다'],['향긋한 맛'],['15분'],"['암탉','500g']"
1557,1557,['비제궁보닭정'],['끓이다'],['신맛'],['30분'],"['닭고기','300g','상치','1뿌리','당근','1뿌리','두부말랭이','5모','익힌 땅콩','30','익힌 캐슈너트','30g']"
1558,1558,['귀주 찰떡 칠면조'],['태우다'],['향긋한 맛'],['15분'],"['닭다리살','4개']"
1559,1559,['수호육'],['끓이다'],['향긋한 맛'],['10분'],"['시금치','200g','살코기','200g']"
1560,1560,['광동 백절계'],['끓이다'],['일상적인 맛'],['60분'],"['닭','하나','사강','적당량']"
1561,1561,['맛있고 간편한 꽈배기'],['찜'],['신맛'],['15분'],"['초어','500']"
1562,1562,['묵은두부 후라이'],['달이다'],['마늘향'],['15분'],"['삼겹살','250g','두부','노두부 100g']"
1563,1563,['가정판 어향육사'],['볶다'],['짠맛'],['10분'],"['고기','적당량','당근','반뿌리','피망','하나','목이버섯','적당량','마늘종','적당량','양파','반개']"
1564,1564,['재료판 어향가지'],['볶다'],['생선 냄새'],['10분'],"['가지','적당량']"
1565,1565,['빨간 유부 뇌'],['비비다'],['매운맛'],['15분'],"['내에스테르 두부','1박스']"
1566,1566,['쌍초회탕육'],['볶다'],['콩잎맛'],['10분'],"['삼겹살','300g']"
1567,1567,['왕가네 탕수육'],['볶다'],['일상적인 맛'],['30분'],"['삼겹살','입맛대로 적당량','초록색 가시리고추','취향대로 적당량']"
1568,1568,['고추볶음'],['볶다'],['일상적인 맛'],['10분'],"['고추','500g','생선살','300g']"
1569,1569,['족발 땅콩탕'],['찜'],['다른 맛'],['数시간'],"['족발','2개','땅콩','100g']"
1570,1570,['삶은 고등어'],['끓이다'],['향긋한 맛'],['15분'],"['콩꽃','500g','아귀','1마리']"
1571,1571,['상치에 소시지'],['볶다'],['일상적인 맛'],['10분'],"['상치','200g','소시지','30g']"
1572,1572,['가와미 가마모토'],['볶다'],['일상적인 맛'],['15분'],"['豇豆','1줌']"
1573,1573,['사방 수육 슬라이스'],['끓이다'],['향긋한 맛'],['10분'],"['삼겹살','250g','감람','1톨','감자가루','1팩','천쪽두부','1팩']"
1574,1574,['지도천미산채어'],['끓이다'],['신맛'],['10분'],"['물고기','1500g','산채','750g','채유','500ml']"
1575,1575,['어향가전'],['태우다'],['생선 냄새'],['15분'],"['가지','2개','돼지고기미','250g']"
1576,1576,['어향마파두부'],['볶다'],['짠맛'],['10분'],"['두부','1모']"
1577,1577,['집밥 홍소두부'],['태우다'],['일상적인 맛'],['10분'],"['두부','250g']"
1578,1578,['삶은 고기 국수'],['끓이다'],['향긋한 맛'],['30분'],"['고기','(수육 슬라이스) 1인분','국수','400g']"
1579,1579,['파파튀김'],['볶다'],['일상적인 맛'],['5분'],"['돼지고기','300g','홍고추','1개','샐러드 오일','50g']"
1580,1580,['주철냄비 물 없는 백절계'],['끓이다'],['일상적인 맛'],['30분'],"['삼황계','1마리','쪽파','500g','강','1조각']"
1581,1581,['쾌수모혈왕'],['끓이다'],['매운맛'],['60분'],"['혈장','250그램']"
1582,1582,['콩발굽꽃찜'],['찜'],['짠맛'],['数시간'],"['족발','1마리','강낭콩','120g']"
1583,1583,['마파두부 홍소두부'],['태우다'],['매운맛'],['30분'],"['두부','두근','다진 고기','반근']"
1584,1584,['소금채회탕육'],['볶다'],['짠맛'],['10분'],"['짠지','150g','돼지다리살','250g','이형지','8개']"
1585,1585,['고채두부피'],['볶다'],['짠맛'],['15분'],"['두부피','1장','고수','3포기']"
1586,1586,['빨간 기름 다진 마늘 팔꿈치 꽃'],['끓이다'],['향긋한 맛'],['60분'],"['돼지발굽','1개']"
1587,1587,['얼큰한 시어머니 마파두부'],['찜'],['매운맛'],['15분'],"['두부(남)','1박스','소고기','200g']"
1588,1588,['매콤 모혈왕'],['끓이다'],['매운맛'],['30분'],"['쌀국수','한 근','혈왕','한 박스','돼지고기','소반 그릇','햄','두 개','상치','한 개','사계절콩','반근']"
1589,1589,['손찢백닭'],['비비다'],['향긋한 맛'],['30분'],"['닭고기','1마리']"
1590,1590,['땅콩 발굽꽃'],['태우다'],['일상적인 맛'],['数시간'],"['족발','2마리','땅콩알','1그릇']"
1591,1591,['마라봉닭스'],['비비다'],['짠맛'],['15분'],"['닭다리','2마리']"
1592,1592,['홍소김두부'],['태우다'],['짠맛'],['10분'],"['두부','2모']"
1593,1593,['다진 고추 생선찜'],['찌다'],['향긋한 맛'],['15분'],"['어두','적당량']"
1594,1594,['집모혈왕'],['찜'],['매운맛'],['30분'],"['오리피','2조각','햄','1개','콩나물','500g','소블라인드','300g']"
1595,1595,['[게으름뱅이] 소금 고기 프라이'],['달이다'],['짠맛'],['15분'],"['삼겹살','1줄']"
1596,1596,['매콤한 물에 회 삶기'],['끓이다'],['매운맛'],['5분'],"['초어','1마리']"
1597,1597,['빨간 카레 감자 덩어리'],['태우다'],['카레 맛'],['15분'],"['감자','5개']"
1598,1598,['다진 마늘 소금 고기 프라이'],['볶다'],['일상적인 맛'],['15분'],"['육칼','반근','마늘종','반근']"
1599,1599,['부추 비지'],['끓이다'],['일상적인 맛'],['15분'],"['비지','350g','부추','50g']"
1600,1600,['미나리 두부말랭이'],['볶다'],['일상적인 맛'],['5분'],"['두부말랭이','3모','미나리','3뿌리']"
1601,1601,['소금구이 설콩족발찜'],['찜'],['일상적인 맛'],['数시간'],"['족발','2마리','눈콩','250g']"
1602,1602,['[간이판] 경장육사'],['볶다'],['일상적인 맛'],['30분'],"['돼지 등심','400g','밀가루','300g']"
1603,1603,['마라회'],['태우다'],['매운맛'],['15분'],"['용리어','500g','콩나물','80g','상치','150g']"
1604,1604,"['조미의 가장 잘하는 탕수육, 배워도 바람이 분다']",['볶다'],['향긋한 맛'],['30분'],"['삼겹살','500g','장피망','2대','마늘종','8개']"
1605,1605,['병어 콩'],['태우다'],['일상적인 맛'],['15분'],"['병어','1마리']"
1606,1606,['상큼한 생선 살코기'],['볶다'],['생선 냄새'],['15분'],"['돼지고기','한 그릇','당근','두 그릇','목이버섯','한 그릇']"
1607,1607,['꽈리발굽꽃'],['태우다'],['신맛'],['30분'],"['족발','한 마리','미역','두 조각','산채','적당량','산초','적당량']"
1608,1608,['홍소족발'],['태우다'],['일상적인 맛'],['30분'],"['족발','2마리']"
1609,1609,['궁닭볶음탕'],['볶다'],['파향'],['15분'],"['닭고기','100g','오이','50g','파','20g','땅콩','20g']"
1610,1610,['다진 고기팬'],['볶다'],['일상적인 맛'],['5분'],"['팬','120g','살코기','50g','쌀매','3개']"
1611,1611,['호피 피망'],['달이다'],['짠맛'],['10분'],"['피망','350그램']"
1612,1612,['연백찜'],['활용단어참조'],['매운맛'],['15분'],"['감람','반개']"
1613,1613,['사천 고추닭'],['볶다'],['매운맛'],['30분'],"['삼황계','250그램']"
1614,1614,['호피 피망'],['달이다'],['신맛'],['5분'],"['피망','6개']"
1615,1615,['집밥 두부'],['볶다'],['짠맛'],['10분'],"['두부','400g']"
1616,1616,['레드오븐 돼지발'],['볶다'],['일상적인 맛'],['30분'],"['돼지발','반쪽','마늘','반개','강','적당량']"
1617,1617,['고순살볶음'],['볶다'],['일상적인 맛'],['10분'],"['죽순','500g','홍초','1개','돼지고기','300g']"
1618,1618,['닭고기 후라이'],['터지다'],['향긋한 맛'],['5분'],"['새가슴살','150그램']"
1619,1619,['간이 꽈배기'],['끓이다'],['신맛'],['10분'],"['용리어버들','800그램']"
1620,1620,['매콤한 생선'],['태우다'],['신맛'],['15분'],"['초어','1마리','산고추','250g','산채','250g']"
1621,1621,['시금치 빠삭빠삭 버전'],['기타 작업'],['신맛'],['15분'],"['바사비','150g','시래기','1봉지','산초','50g']"
1622,1622,['콩꼬치볶음'],['干煸'],['짠맛'],['5분'],"['콩깍지','300g','마른 돼지고기','100g']"
1623,1623,['자제 사천맛 마라 소시지'],['腊'],['매운맛'],['30분'],"['돼지고기(뒷엉덩이 끝)','5000g','창자','8m']"
1624,1624,['사천 삼대포'],['끓이다'],['단맛'],['2시간'],"['찹쌀','250g','맑은 물','160g']"
1625,1625,['손 침 찢는 닭'],['비비다'],['일상적인 맛'],['15분'],"['닭다리','4개']"
1626,1626,['육개장'],['끓이다'],['매운맛'],['30분'],"['소고기(등심)','21원','동그란 상추','3장']"
1627,1627,['엽떡'],['찌다'],['짠맛'],['10분'],"['찹쌀가루','80g','찹쌀가루','50g','맑은 물','100g']"
1628,1628,['발굽꽃 얼음'],['기타 작업'],['짠맛'],['一天'],"['족발','6조각']"
1629,1629,['어향가지밥'],['볶다'],['생선 냄새'],['30분'],"['가지(자색껍질, 길이)','3개','돼지고기소','2냥']"
1630,1630,['어향육사: 밥 잘 먹는 집밥'],['볶다'],['생선 냄새'],['15분'],"['살코기','250g','당근','1뿌리','겨울죽순','1개','목이버섯','10g','태현두반장','2작은술']"
1631,1631,['천미매운닭'],['볶다'],['향긋한 맛'],['30분'],"['날개','250그램']"
1632,1632,['산동 매운닭'],['찜'],['향긋한 맛'],['30분'],"['토종닭','1개','파프리카','적당량','파프리카','적당량']"
1633,1633,['개량판 어향가지'],['볶다'],['일상적인 맛'],['5분'],"['가지','2개','양파','반개','당근','약간']"
1634,1634,"['화성인X7Z, 색다른 삶은 고기, 쪄내!']",['찌다'],['매운맛'],['30분'],"['돼지 등심','팽이버섯','인형채','콩껍질','감자','지바두부']"
1635,1635,['수육 천 장'],['끓이다'],['향긋한 맛'],['15분'],"['천장','1장','돼지고기(말랐어요)','100g']"
1636,1636,['새콤한 다진 고기찜 당면'],['끓이다'],['신맛'],['15분'],"['당면(건조)','300g','돼지고기','200g','산채','60g','피망','1개','피망','1개']"
1637,1637,['삶은 소고기 슬라이스'],['끓이다'],['향긋한 맛'],['10분'],"['힘줄','500g','인형요리','200g']"
1638,1638,['봉닭'],['끓이다'],['짠맛'],['10분'],"['닭다리','2개']"
1639,1639,['매콤 봉닭'],['끓이다'],['신맛'],['10분'],"['닭날개 뿌리','9개','태국 고추장','2큰술']"
1640,1640,['명작 집밥 생선 고소한 고기'],['볶다'],['짠맛'],['15분'],"['돼지고기(등심)','200g','동순','230g','목이버섯','적당량','다진 마늘','4쪽','생강','1토막','파','1뿌리','다진 고추','1숟가락','할머니','1작은술']"
